,concat_index,Player,Comb,Asst,Solo,Sck,season_year
2132,3,Melvin Ingram,22,7,12,6.0,2022
2133,4,Austin Johnson,22,6,11,1.0,2022
2134,5,Jordan Kunaszyk,22,8,14,0.0,2022
2135,6,Jonathan Ledbetter,22,12,8,1.0,2022
2136,7,P.J. Locke,22,11,9,0.0,2022
2137,8,Emmanuel Moseley,22,4,15,0.0,2022
2138,9,George Odum,22,6,9,0.0,2022
2139,10,Tremon Smith,22,6,12,0.0,2022
2140,11,Ja'Sir Taylor,22,9,10,0.0,2022
2141,12,Zeke Turner,22,10,11,0.0,2022
2142,13,Sam Williams,22,7,13,4.0,2022
2143,14,Perrion Winfrey,22,14,5,0.5,2022
2144,15,Chris Board,21,4,15,0.0,2022
2145,16,Matt Henningsen,21,13,7,1.0,2022
2146,17,Justin Houston,21,7,14,9.5,2022
2147,18,Cam Lewis,21,6,15,0.0,2022
2148,19,David Long,21,3,17,0.0,2022
2149,20,Von Miller,21,3,17,8.0,2022
2150,21,Nik Needham,21,6,11,0.0,2022
2151,22,Dawuane Smoot,21,7,11,5.0,2022
2152,23,Caden Sterns,21,7,9,0.0,2022
2153,24,Brent Urban,21,11,9,1.0,2022
2154,0,Juston Burris,20,8,10,0.0,2022
2155,1,Sam Franklin,20,5,15,0.0,2022
2156,2,Kevin Givens,20,9,9,2.0,2022
2157,3,Tyler Hall,20,8,10,1.0,2022
2158,4,Johnathan Hankins,20,12,6,0.0,2022
2159,5,Jonathan Harris,20,7,11,0.0,2022
2160,6,John Jenkins,20,12,6,0.0,2022
2161,7,Kelvin Joseph,20,3,16,0.0,2022
2162,8,Linval Joseph,20,12,6,0.5,2022
2163,9,Damontae Kazee,20,9,10,0.0,2022
2164,10,James Lynch,20,9,11,0.0,2022
2165,11,Blake Martinez,20,6,11,0.0,2022
2166,12,Charles Omenihu,20,13,7,4.5,2022
2167,13,Corey Peters,20,9,9,0.0,2022
2168,14,Jordan Phillips,20,11,6,1.5,2022
2169,15,Isaiah Pola-Mao,20,6,13,1.0,2022
2170,16,Tre'Davious White,20,4,15,0.0,2022
2171,17,Chase Winovich,20,6,14,1.0,2022
2172,18,Ahkello Witherspoon,20,3,14,0.0,2022
2173,19,Russ Yeast,20,4,13,0.0,2022
2174,20,Boogie Basham,19,10,8,2.0,2022
2175,21,Quinton Bohanna,19,12,4,0.0,2022
2176,22,Sean Chandler,19,8,11,0.0,2022
2177,23,Adam Gotsis,19,9,9,1.5,2022
2178,24,Kerry Hyder,19,9,9,1.0,2022
2179,0,Christian Matthew,19,7,10,0.0,2022
2180,1,Siran Neal,19,6,12,0.0,2022
2181,2,Tim Settle,19,8,6,1.0,2022
2182,3,Josh Tupou,19,11,6,2.0,2022
2183,4,Tracy Walker III,19,9,7,1.0,2022
2184,5,Samuel Womack,19,6,11,0.0,2022
2185,6,Henry Anderson,18,9,7,0.0,2022
2186,7,Jordan Davis,18,10,8,0.0,2022
2187,8,Bud Dupree,18,4,12,4.0,2022
2188,9,A.J. Green,18,4,11,0.0,2022
2189,10,JuJu Hughes,18,4,14,1.0,2022
2190,11,Joe Jones,18,5,12,0.0,2022
2191,12,Ifeadi Odenigbo,18,9,6,3.5,2022
2192,13,Cameron Thomas,18,11,7,3.0,2022
2193,14,Jerry Tillery,18,5,8,1.0,2022
2194,15,Tony Adams,17,7,10,0.0,2022
2195,16,Brian Asamoah,17,6,9,0.0,2022
2196,17,Nick Cross,17,6,10,0.0,2022
2197,18,Victor Dimukeje,17,5,10,0.0,2022
2198,19,Mario Edwards,17,6,11,3.0,2022
2199,20,Luke Gifford,17,6,10,0.0,2022
2200,21,J.T. Gray,17,8,9,2.5,2022
2201,22,Casey Hayward,17,3,13,0.0,2022
2202,23,Israel Mukuamu,17,5,12,0.0,2022
2203,24,Julian Okwara,17,7,8,2.0,2022
2204,0,Joseph Ossai,17,11,6,3.5,2022
2205,1,Will Parks,17,7,9,0.0,2022
2206,2,Bravvion Roy,17,13,4,0.0,2022
2207,3,Joe Schobert,17,5,10,0.0,2022
2208,4,Deadrin Senat,17,7,8,1.0,2022
2209,5,Eyioma Uwazurike,17,6,9,0.0,2022
2210,6,Eric Wilson,17,8,7,1.0,2022
2211,7,Myles Adams,16,10,5,0.0,2022
2212,8,Zack Baun,16,5,6,0.0,2022
2213,9,Jermaine Carter,16,8,4,0.0,2022
2214,10,A.J. Epenesa,16,3,12,6.5,2022
2215,11,Jonathan Greenard,16,7,6,1.5,2022
2216,12,Daxton Hill,16,5,10,0.0,2022
2217,13,William Jackson,16,1,15,0.0,2022
2218,14,Caleb Johnson,16,6,9,0.0,2022
2219,15,Benito Jones,16,8,7,1.5,2022
2220,16,Naquan Jones,16,10,5,1.0,2022
2221,17,A.J. Klein,16,5,10,0.0,2022
2222,18,Verone McKinley III,16,6,9,0.0,2022
2223,19,Henry Mondeaux,16,11,3,0.0,2022
2224,20,Trayvon Mullen,16,3,12,0.0,2022
2225,21,Tanner Muse,16,5,6,0.0,2022
2226,22,Joshua Paschal,16,6,7,2.0,2022
2227,23,Shaquille Quarterman,16,8,7,0.0,2022
2228,24,Jamien Sherwood,16,4,9,0.5,2022
2229,0,Jay Tufele,16,10,4,0.0,2022
2230,1,Marlon Tuipulotu,16,8,5,1.0,2022
2231,2,Payton Turner,16,5,8,2.0,2022
2232,3,Derrek Tuszka,16,8,6,0.0,2022
2233,4,Rachad Wildgoose,16,4,10,0.0,2022
2234,5,Mario Addison,15,9,5,1.0,2022
2235,6,Essang Bassey,15,5,8,0.0,2022
2236,7,Nick Bellore,15,4,10,0.0,2022
2237,8,Thomas Booker,15,4,8,0.5,2022
2238,9,Landon Collins,15,8,6,1.0,2022
2239,10,Vinny Curry,15,6,9,0.0,2022
2240,11,Troy Dye,15,7,8,0.0,2022
2241,12,Mike Ford,15,8,6,0.0,2022
2242,13,J.C. Jackson,15,3,12,0.0,2022
2243,14,Marquan McCall,15,8,7,0.0,2022
2244,15,Jalen Reeves-Maybin,15,6,7,0.0,2022
2245,16,Chris Rumph II,15,8,7,2.0,2022
2246,17,Nick Williams,15,10,2,0.0,2022
2247,18,Rodarius Williams,15,0,15,0.0,2022
2248,19,Devonte Wyatt,15,7,8,1.5,2022
2249,20,,15,0,15,0.0,2022
2250,21,D'Anthony Bell,14,2,11,0.0,2022
2251,22,Nik Bonitto,14,8,6,1.5,2022
2252,23,Ronald Darby,14,2,10,0.0,2022
2253,24,Jarrad Davis,14,7,7,0.5,2022
2254,0,Daniel Ekuale,14,4,8,2.0,2022
2255,1,Dallis Flowers,14,4,7,0.0,2022
2256,2,Zyon Gilbert,14,4,10,1.0,2022
2257,3,Justin Hardee,14,4,10,0.0,2022
2258,4,Charles Harris,14,4,7,1.0,2022
2259,5,Neville Hewitt,14,4,8,0.0,2022
2260,6,Drake Jackson,14,6,7,3.0,2022
2261,7,DeMarvin Leal,14,6,4,0.0,2022
2262,8,Tyquan Lewis,14,6,8,1.0,2022
2263,9,Dean Marlowe,14,4,8,0.0,2022
2264,10,Jake Martin,14,7,5,2.5,2022
2265,11,Zech McPhearson,14,2,12,1.0,2022
2266,12,Ifeatu Melifonwu,14,5,8,0.5,2022
2267,13,Otito Ogbonnia,14,1,10,0.0,2022
2268,14,Azeez Ojulari,14,5,8,5.5,2022
2269,15,Reggie Ragland,14,7,5,0.0,2022
2270,16,Brenden Schooler,14,3,7,0.0,2022
2271,17,Josh Woods,14,4,9,0.0,2022
2272,18,Tyson Alualu,13,8,2,0.5,2022
2273,19,Anthony Averett,13,1,12,0.0,2022
2274,20,Tyus Bowser,13,5,8,2.0,2022
2275,21,Kris Boyd,13,5,6,0.0,2022
2276,22,K.J. Britt,13,8,5,0.0,2022
2277,23,Chris Claybrooks,13,3,8,0.0,2022
2278,24,Jalen Dalton,13,5,7,0.0,2022
2279,0,Nakobe Dean,13,4,9,0.0,2022
2280,1,Erik Harris,13,6,7,0.0,2022
2281,2,Hassan Haskins,13,4,9,0.0,2022
2282,3,Dallin Leavitt,13,6,5,0.0,2022
2283,4,Terrell Lewis,13,4,7,1.0,2022
2284,5,Greg Mabin,13,3,10,0.0,2022
2285,6,Matthew Slater,13,6,7,0.0,2022
2286,7,Ambry Thomas,13,4,9,0.0,2022
2287,8,Tommy Togiai,13,10,2,0.5,2022
2288,9,Nick Vigil,13,6,6,0.0,2022
2289,10,Anthony Walker,13,6,7,0.0,2022
2290,11,Garret Wallow,13,7,6,0.0,2022
2291,12,Marcus Allen,12,4,8,0.0,2022
2292,13,Andrew Booth,12,0,10,0.0,2022
2293,14,Elijah Campbell,12,5,5,0.0,2022
2294,15,Christian Covington,12,9,3,0.0,2022
2295,16,Byron Cowart,12,8,3,0.0,2022
2296,17,Matt Dickerson,12,9,2,0.0,2022
2297,18,Neil Farrell,12,9,2,0.0,2022
2298,19,Clayton Fejedelem,12,5,7,0.0,2022
2299,20,Jordan Fuller,12,3,6,0.0,2022
2300,21,Randy Gregory,12,5,5,2.0,2022
2301,22,Grant Haley,12,5,6,0.0,2022
2302,23,Logan Hall,12,5,6,2.5,2022
2303,24,Harrison Hand,12,3,8,0.0,2022
2304,0,Marcell Harris,12,5,5,0.0,2022
2305,1,Trysten Hill,12,2,8,1.0,2022
2306,2,Christian Holmes,12,4,7,0.0,2022
2307,3,James Houston,12,1,10,8.0,2022
2308,4,Sidney Jones,12,5,7,0.0,2022
2309,5,Harvey Langi,12,2,10,0.0,2022
2310,6,C.J. Moore,12,5,7,0.0,2022
2311,7,Isaac Rochell,12,1,11,0.0,2022
2312,8,Michael Thomas,12,7,4,0.0,2022
2313,9,Jordan Willis,12,6,5,2.0,2022
2314,10,Arik Armstead,11,3,8,0.0,2022
2315,11,Chris Banjo,11,5,5,0.0,2022
2316,12,Terrell Burgess,11,4,6,0.0,2022
2317,13,Deon Bush,11,5,5,0.0,2022
2318,14,Darien Butler,11,8,3,0.0,2022
2319,15,Percy Butler,11,2,8,0.0,2022
2320,16,Carl Davis,11,8,3,1.0,2022
2321,17,Christian Elliss,11,2,9,0.0,2022
2322,18,Matthias Farley,11,7,3,0.0,2022
2323,19,Khaleke Hudson,11,7,4,0.0,2022
2324,20,Lonnie Johnson,11,3,5,0.0,2022
2325,21,Patrick Johnson,11,4,5,0.0,2022
2326,22,Ko Kieft,11,3,7,0.0,2022
2327,23,Shaquille Leonard,11,3,6,0.0,2022
2328,24,Stanley Morgan,11,4,7,0.0,2022
2329,0,Emmanuel Ogbah,11,4,4,1.0,2022
2330,1,Dare Ogunbowale,11,2,7,0.0,2022
2331,2,Sam Okuayinonu,11,8,3,0.5,2022
2332,3,AJ Parker,11,1,8,0.0,2022
2333,4,Kyle Peko,11,6,5,0.0,2022
2334,5,Troy Reeder,11,5,5,0.0,2022
2335,6,Grant Stuard,11,2,7,0.0,2022
2336,7,Greedy Williams,11,5,5,0.0,2022
2337,8,Joe Bachie,10,6,2,0.0,2022
2338,9,Ben Banogu,10,7,3,0.0,2022
2339,10,Joey Bosa,10,2,5,2.5,2022
2340,11,Miles Boykin,10,1,7,0.0,2022
2341,12,K'Lavon Chaisson,10,3,7,1.0,2022
2342,13,Justin Coleman,10,5,4,0.0,2022
2343,14,Tyler Davis,10,4,6,0.0,2022
2344,15,Caleb Farley,10,1,9,0.0,2022
2345,16,Noah Igbinoghene,10,2,8,0.0,2022
2346,17,Jaleel Johnson,10,3,6,0.0,2022
2347,18,Jamir Jones,10,4,6,0.0,2022
2348,19,Quentin Lake,10,2,7,1.0,2022
2349,20,Rashard Lawrence,10,2,6,0.0,2022
2350,21,Robert Quinn,10,2,7,1.0,2022
2351,22,Giovanni Ricci,10,4,6,0.0,2022
2352,23,Akeem Spence,10,6,4,0.0,2022
2353,24,Ndamukong Suh,10,6,3,1.0,2022
2354,0,Kendal Vickers,10,6,3,0.0,2022
2355,1,Amare Barno,9,1,7,2.0,2022
2356,2,Earnest Brown IV,9,6,3,0.0,2022
2357,3,Austin Bryant,9,2,5,0.0,2022
2358,4,T.J. Carrie,9,4,4,0.0,2022
2359,5,Jack Cochrane,9,4,4,0.0,2022
2360,6,Carter Coughlin,9,2,6,0.0,2022
2361,7,Chase Hansen,9,4,5,0.0,2022
2362,8,Connor Heyward,9,6,3,0.0,2022
2363,9,KhaDarel Hodge,9,2,6,0.0,2022
2364,10,Travis Homer,9,5,4,0.0,2022
2365,11,Theo Jackson,9,5,3,0.0,2022
2366,12,Malcolm Koonce,9,3,6,0.0,2022
2367,13,Kevin Rader,9,2,6,0.0,2022
2368,14,Mark Robinson,9,6,2,0.0,2022
2369,15,Teez Tabor,9,4,5,0.0,2022
2370,16,Isaiah Thomas,9,5,4,1.0,2022
2371,17,Ameer Abdullah,8,4,3,0.0,2022
2372,18,Ryder Anderson,8,4,4,2.0,2022
2373,19,Stephen Anderson,8,2,6,0.0,2022
2374,20,Joey Blount,8,0,6,0.0,2022
2375,21,Brandon Bolden,8,3,4,0.0,2022
2376,22,Bobby Brown III,8,3,4,0.0,2022
2377,23,Michael Burton,8,4,3,0.0,2022
2378,24,Austin Calitro,8,4,2,0.0,2022
2379,0,Tariq Carpenter,8,2,6,0.0,2022
2380,1,DeeJay Dallas,8,3,3,0.0,2022
2381,2,JoJo Domann,8,4,4,0.0,2022
2382,3,Michael Dwumfour,8,1,6,0.0,2022
2383,4,Brandin Echols,8,2,6,0.0,2022
2384,5,Jonathan Garvin,8,8,0,0.0,2022
2385,6,Joe Gaziano,8,2,4,1.0,2022
2386,7,C.J. Goodwin,8,5,3,0.0,2022
2387,8,C.J. Ham,8,0,7,0.0,2022
2388,9,Kyron Johnson,8,2,5,0.0,2022
2389,10,Nazeeh Johnson,8,3,4,0.0,2022
2390,11,Clay Johnston,8,4,3,0.0,2022
2391,12,Elijah Lee,8,3,4,0.0,2022
2392,13,T.Y. McGill,8,3,5,0.0,2022
2393,14,DaMarcus Mitchell,8,5,3,0.0,2022
2394,15,Tarvarius Moore,8,1,6,0.0,2022
2395,16,Larrell Murchison,8,2,3,2.0,2022
2396,17,Josh Norman,8,2,6,0.0,2022
2397,18,Romeo Okwara,8,5,3,2.0,2022
2398,19,Cade Otton,8,3,5,0.0,2022
2399,20,Christian Rozeboom,8,5,3,0.0,2022
2400,21,Brandon Smith,8,2,6,0.0,2022
2401,22,Benny Snell,8,4,3,0.0,2022
2402,23,Taylor Stallworth,8,5,2,0.0,2022
2403,24,Greg Stroman,8,4,3,0.0,2022
2404,0,Daniel Thomas,8,3,3,0.0,2022
2405,1,Shaka Toney,8,4,4,0.0,2022
2406,2,Delarrin Turner-Yell,8,2,5,0.0,2022
2407,3,Tershawn Wharton,8,4,3,1.0,2022
2408,4,Daryl Worley,8,2,5,0.0,2022
2409,5,Shaun Bradley,7,2,5,0.0,2022
2410,6,Tony Brown,7,5,2,1.0,2022
2411,7,L.J. Collier,7,4,3,0.0,2022
2412,8,Andrew Dowell,7,3,4,0.0,2022
2413,9,Peyton Hendershot,7,1,6,0.0,2022
2414,10,Dontrell Hilliard,7,3,3,0.0,2022
2415,11,Micah Hyde,7,3,1,0.0,2022
2416,12,Devon Kennard,7,2,5,0.0,2022
2417,13,Nick Kwiatkoski,7,4,2,0.0,2022
2418,14,Chris Lammons,7,4,2,0.0,2022
2419,15,Isaiahh Loudermilk,7,3,4,0.0,2022
2420,16,Trey McBride,7,1,6,0.0,2022
2421,17,Ja'Quan McMillian,7,1,6,0.0,2022
2422,18,Chigoziem Okonkwo,7,2,3,0.0,2022
2423,19,Zach Pascal,7,1,5,0.0,2022
2424,20,Samaje Perine,7,3,4,0.0,2022
2425,21,Anthony Rush,7,4,3,0.0,2022
2426,22,Eric Saubert,7,2,5,0.0,2022
2427,23,Trayveon Williams,7,2,4,0.0,2022
2428,24,Dareke Young,7,1,6,0.0,2022
2429,0,Ugo Amadi,6,2,3,0.0,2022
2430,1,Jalyn Armour-Davis,6,2,4,0.0,2022
2431,2,Cameron Brown,6,3,2,0.0,2022
2432,3,Montaric Brown,6,2,4,0.0,2022
2433,4,Jake Camarda,6,1,5,0.0,2022
2434,5,Jabril Cox,6,3,2,0.0,2022
2435,6,Tyler Coyle,6,2,4,0.0,2022
2436,7,Cody Davis,6,3,3,0.0,2022
2437,8,Olakunle Fatukasi,6,2,3,0.0,2022
2438,9,Innis Gaines,6,1,5,0.0,2022
2439,10,Jake Gervase,6,1,5,0.0,2022
2440,11,Thomas Graham Jr.,6,1,5,0.0,2022
2441,12,Troy Hairston,6,1,5,0.0,2022
2442,13,Tae Hayes,6,2,4,0.0,2022
2443,14,Malik Herring,6,5,1,0.0,2022
2444,15,Justice Hill,6,0,6,0.0,2022
2445,16,Bryce Huff,6,2,4,3.5,2022
2446,17,Josh Jackson,6,1,5,0.0,2022
2447,18,D'Ernest Johnson,6,3,2,0.0,2022
2448,19,Manny Jones,6,4,1,0.0,2022
2449,20,Gregory Junior,6,2,3,0.0,2022
2450,21,Jordan Mason,6,4,2,0.0,2022
2451,22,Tyler Matakevich,6,1,3,0.0,2022
2452,23,Chris Myarick,6,2,4,0.0,2022
2453,24,Daviyon Nixon,6,3,3,0.0,2022
2454,0,Pat O'Connor,6,3,3,0.0,2022
2455,1,Amen Ogbongbemiga,6,4,2,0.0,2022
2456,2,Michael Pierce,6,2,3,0.0,2022
2457,3,Aaron Robinson,6,1,4,0.0,2022
2458,4,J.J. Russell,6,3,3,0.0,2022
2459,5,Andre Smith,6,2,4,0.0,2022
2460,6,Baylon Spector,6,0,5,0.0,2022
2461,7,Pierre Strong,6,1,3,0.0,2022
2462,8,Ty Summers,6,2,4,0.0,2022
2463,9,Jon Weeks,6,5,1,0.0,2022
2464,10,Rachaad White,6,2,4,0.0,2022
2465,11,Charlie Woerner,6,2,4,0.0,2022
2466,12,Genard Avery,5,0,2,1.0,2022
2467,13,Corey Ballentine,5,1,4,0.0,2022
2468,14,Tarell Basham,5,4,0,0.0,2022
2469,15,Curtis Bolton,5,3,2,0.0,2022
2470,16,Noah Brown,5,2,3,0.0,2022
2471,17,Matthew Butler,5,4,0,0.5,2022
2472,18,Andre Chachere,5,2,1,0.0,2022
2473,19,Brandon Copeland,5,3,2,1.0,2022
2474,20,Ashtyn Davis,5,2,3,0.0,2022
2475,21,Tae Davis,5,3,2,0.0,2022
2476,22,Ashton Dulin,5,0,4,0.0,2022
2477,23,Mitchell Fraboni,5,2,2,0.0,2022
2478,24,Justin Jackson,5,2,2,0.0,2022
2479,0,Kingsley Jonathan,5,3,1,0.0,2022
2480,1,Taiwan Jones,5,3,2,0.0,2022
2481,2,Deane Leonard,5,1,4,0.0,2022
2482,3,Elijah Molden,5,1,4,0.0,2022
2483,4,Esezi Otomewo,5,2,3,0.0,2022
2484,5,Matt Overton,5,3,2,0.0,2022
2485,6,Del'Shawn Phillips,5,2,3,0.0,2022
2486,7,Anthony Pittman,5,2,2,0.0,2022
2487,8,Jon Rhattigan,5,3,2,0.0,2022
2488,9,Elijah Riley,5,2,2,0.0,2022
2489,10,Demarcus Robinson,5,0,5,0.0,2022
2490,11,Robert Rochell,5,0,5,0.0,2022
2491,12,Tanzel Smart,5,3,2,0.0,2022
2492,13,Ben Stille,5,5,0,0.0,2022
2493,14,Justin Strnad,5,1,3,0.0,2022
2494,15,Jalen Virgil,5,1,2,0.0,2022
2495,16,Jaylen Warren,5,1,3,0.0,2022
2496,17,Chase Young,5,2,2,0.0,2022
2497,18,Tyler Bass,4,1,2,0.0,2022
2498,19,David Bell,4,3,1,0.0,2022
2499,20,Khari Blasingame,4,0,4,0.0,2022
2500,21,Jacob Bobenmoyer,4,2,2,0.0,2022
2501,22,Gary Brightwell,4,4,0,0.0,2022
2502,23,Michael Brockers,4,3,1,0.0,2022
2503,24,Tre Brown,4,0,4,0.0,2022
2504,0,Vernon Butler,4,2,2,0.0,2022
2505,1,Ja'Marr Chase,4,0,4,0.0,2022
2506,2,DJ Davidson,4,2,1,0.0,2022
2507,3,Will Dissly,4,0,3,0.0,2022
2508,4,Sam Eguavoen,4,2,1,0.0,2022
2509,5,Milo Eifler,4,2,2,0.0,2022
2510,6,Austin Ekeler,4,0,4,0.0,2022
2511,7,Mike Evans,4,0,4,0.0,2022
2512,8,Trey Flowers,4,3,1,0.0,2022
2513,9,Tipa Galeai,4,2,2,0.0,2022
2514,10,Ulysees Gilbert,4,1,2,0.0,2022
2515,11,Cullen Gillaspia,4,1,2,0.0,2022
2516,12,Ryan Griffin,4,1,1,0.0,2022
2517,13,Daniel Hardy,4,4,0,0.0,2022
2518,14,Demone Harris,4,4,0,0.0,2022
2519,15,Khalil Herbert,4,0,4,0.0,2022
2520,16,Tyreek Hill,4,0,4,0.0,2022
2521,17,Cody Hollister,4,3,0,0.0,2022
2522,18,Jesper Horsted,4,0,2,0.0,2022
2523,19,Jake Hummel,4,3,1,0.0,2022
2524,20,Alec Ingold,4,0,4,0.0,2022
2525,21,Darryl Johnson,4,2,2,0.0,2022
2526,22,Marcus Johnson,4,2,2,0.0,2022
2527,23,Marcus Kemp,4,2,2,0.0,2022
2528,24,Miles Killebrew,4,3,1,0.0,2022
2529,0,Javon Kinlaw,4,2,2,0.0,2022
2530,1,Justin Layne,4,0,4,0.0,2022
2531,2,Ross Matiscik,4,3,1,0.0,2022
2532,3,Nick Moore,4,2,2,0.0,2022
2533,4,Thomas Morstead,4,1,3,0.0,2022
2534,5,Jalen Nailor,4,1,3,0.0,2022
2535,6,Hamsah Nasirildeen,4,2,2,0.0,2022
2536,7,Rayshad Nichols,4,3,1,0.0,2022
2537,8,Kevin Pierre-Louis,4,3,1,0.0,2022
2538,9,Michael Pittman,4,0,4,0.0,2022
2539,10,Benning Potoa'e,4,2,2,0.0,2022
2540,11,Bobby Price,4,1,3,0.0,2022
2541,12,Xavier Rhodes,4,1,2,0.0,2022
2542,13,Patrick Scales,4,3,1,0.0,2022
2543,14,Keith Smith,4,1,3,0.0,2022
2544,15,T.J. Smith,4,3,1,0.0,2022
2545,16,JuJu Smith-Schuster,4,2,2,0.0,2022
2546,17,Courtland Sutton,4,0,4,0.0,2022
2547,18,A.J. Thomas,4,1,3,0.0,2022
2548,19,Andrew Thomas,4,0,4,0.0,2022
2549,20,Josh Thomas,4,4,0,0.0,2022
2550,21,Keir Thomas,4,0,3,0.0,2022
2551,22,Josh Thompson,4,2,2,0.0,2022
2552,23,Tommy Tremble,4,1,1,0.0,2022
2553,24,Luiji Vilain,4,1,3,0.0,2022
2554,0,Derek Watt,4,1,3,0.0,2022
2555,1,Sterling Weatherford,4,1,3,0.0,2022
2556,2,Jonathan Williams,4,1,3,0.0,2022
2557,3,Marvin Wilson,4,2,2,0.0,2022
2558,4,Zach Wood,4,2,2,0.0,2022
2559,5,Kenny Yeboah,4,2,2,0.0,2022
2560,6,Jamal Adams,3,0,3,0.0,2022
2561,7,Ola Adeniyi,3,1,1,0.0,2022
2562,8,Brandon Aiyuk,3,0,3,0.0,2022
2563,9,Josh Allen,3,0,2,0.0,2022
2564,10,Tyler Allgeier,3,1,1,0.0,2022
2565,11,Grayland Arnold,3,1,2,0.0,2022
2566,12,Quinton Bell,3,1,1,0.0,2022
2567,13,Dicaprio Bootle,3,2,0,0.0,2022
2568,14,Matt Breida,3,1,1,0.0,2022
2569,15,Marquise Brown,3,0,3,0.0,2022
2570,16,Tevaughn Campbell,3,0,2,0.0,2022
2571,17,Quintez Cephus,3,0,2,0.0,2022
2572,18,Taco Charlton,3,2,1,0.0,2022
2573,19,Chase Claypool,3,0,3,0.0,2022
2574,20,Tyrie Cleveland,3,1,2,0.0,2022
2575,21,River Cracraft,3,0,3,0.0,2022
2576,22,Xavier Crawford,3,1,2,0.0,2022
2577,23,Domenique Davis,3,3,0,0.0,2022
2578,24,Andrew DePaola,3,1,1,0.0,2022
2579,0,Riley Dixon,3,0,2,0.0,2022
2580,1,Trestan Ebner,3,0,2,0.0,2022
2581,2,Prince Emili,3,3,0,0.0,2022
2582,3,Kyle Fuller,3,0,3,0.0,2022
2583,4,Reggie Gilliam,3,1,2,0.0,2022
2584,5,Kylen Granson,3,0,3,0.0,2022
2585,6,Davontae Harris,3,0,3,0.0,2022
2586,7,Christopher Hinton,3,2,1,0.0,2022
2587,8,Mack Hollins,3,1,2,0.0,2022
2588,9,Jalyn Holmes,3,2,0,0.0,2022
2589,10,Chuba Hubbard,3,0,2,0.0,2022
2590,11,Godwin Igwebuike,3,2,1,0.0,2022
2591,12,Ja'Marcus Ingram,3,1,1,0.0,2022
2592,13,Lamar Jackson,3,0,3,0.0,2022
2593,14,Josh Jacobs,3,1,2,0.0,2022
2594,15,Shemar Jean-Charles,3,1,1,0.0,2022
2595,16,Janoris Jenkins,3,1,2,0.0,2022
2596,17,A.J. Johnson,3,3,0,0.0,2022
2597,18,Eric Johnson,3,2,1,0.0,2022
2598,19,Jakob Johnson,3,1,2,0.0,2022
2599,20,Tim Jones,3,2,1,0.0,2022
2600,21,George Kittle,3,0,3,0.0,2022
2601,22,Dawson Knox,3,1,2,0.0,2022
2602,23,Drake London,3,1,2,0.0,2022
2603,24,Rick Lovato,3,2,1,0.0,2022
2604,0,Chase Lucas,3,2,1,0.0,2022
2605,1,Jesse Luketa,3,0,2,0.0,2022
2606,2,Isaiah Mack,3,2,1,0.0,2022
2607,3,Liam McCullough,3,2,1,0.0,2022
2608,4,Terry McLaurin,3,0,3,0.0,2022
2609,5,Quintin Morris,3,1,2,0.0,2022
2610,6,Taylor Moton,3,1,2,0.0,2022
2611,7,Jason Myers,3,1,1,0.0,2022
2612,8,Nick Niemann,3,3,0,0.0,2022
2613,9,Kene Nwangwu,3,0,3,0.0,2022
2614,10,Chris Olave,3,0,3,0.0,2022
2615,11,Joshua Onujiogu,3,1,2,0.0,2022
2616,12,Matthew Orzech,3,0,2,0.0,2022
2617,13,Isiah Pacheco,3,1,2,0.0,2022
2618,14,Aaron Patrick,3,0,2,0.0,2022
2619,15,Adam Prentice,3,0,3,0.0,2022
2620,16,James Proche,3,3,0,0.0,2022
2621,17,Wyatt Ray,3,1,1,0.0,2022
2622,18,Hunter Renfrow,3,0,3,0.0,2022
2623,19,Luke Rhodes,3,1,2,0.0,2022
2624,20,Armani Rogers,3,2,1,0.0,2022
2625,21,Kevon Seymour,3,0,3,0.0,2022
2626,22,Trent Sherfield,3,1,2,0.0,2022
2627,23,Cam Sims,3,1,2,0.0,2022
2628,24,Devin Singletary,3,1,2,0.0,2022
2629,0,Elerson G. Smith,3,2,1,0.0,2022
2630,1,Shi Smith,3,0,3,0.0,2022
2631,2,Durham Smythe,3,1,2,0.0,2022
2632,3,Rhamondre Stevenson,3,0,3,0.0,2022
2633,4,Stephen Sullivan,3,1,2,0.0,2022
2634,5,Stantley Thomas-Oliver,3,0,3,0.0,2022
2635,6,Channing Tindall,3,2,1,0.0,2022
2636,7,Jonathan Ward,3,0,2,0.0,2022
2637,8,Quez Watkins,3,0,3,0.0,2022
2638,9,Kristian Welch,3,0,2,0.0,2022
2639,10,Kevin White,3,2,1,0.0,2022
2640,11,Avery Williams,3,3,0,0.0,2022
2641,12,JT Woods,3,1,2,0.0,2022
2642,13,Davante Adams,2,1,1,0.0,2022
2643,14,Cal Adomitis,2,1,1,0.0,2022
2644,15,Dakota Allen,2,0,2,0.0,2022
2645,16,Jeremiah Attaochu,2,0,1,0.0,2022
2646,17,David Bada,2,2,0,0.0,2022
2647,18,Jake Bailey,2,0,2,0.0,2022
2648,19,Giovani Bernard,2,0,2,0.0,2022
2649,20,Tyler Biadasz,2,0,2,0.0,2022
2650,21,Joel Bitonio,2,1,1,0.0,2022
2651,22,Ross Blacklock,2,0,2,1.0,2022
2652,23,Mike Boone,2,0,2,0.0,2022
2653,24,Will Bradley-King,2,1,1,0.0,2022
2654,0,Aaron Brewer,2,0,1,0.0,2022
